Nom Text,Latin Translation
本 聀 拱 矇 浪 役 𡢐 欺 察 吏 仕 爫 朱 本 聀 固 体 𥙩 丐 制 度 寛 洪 𦓡 答 吏 𢚸 信 𢚁 𧵑 民 眾 越 南 対 𠇍 本 聀,bản chức cũng mong rằng việc sau khi xét lại sẽ làm cho bản chức có thể lấy cái chế độ khoan hồng mà đáp lại lòng tin cậy của dân chúng việt nam đối với bản chức
皮 𦒹 餘 糁 𫡦 秋,vừa sáu dư tám chín thu
𦝄 䏧 相,lưng da tướng
林 泉 清 永 伴 巢 許,lâm tuyền thanh vắng bạn sào hứa
礼 楽 閑 制 道 孔 周,lễ nhạc nhàn chơi đạo khổng chu
鉢 粓 叉 如 恩 社 稷,bát cơm xoa nhờ ơn xã tắc
間 𦫼 𦹵 隊 唐 虞,gian lều cỏ đội đường ngu
絲 豪 庄 固 填 恩 主,tơ hào chẳng có đề ơn chúa
𠰺 廊 溋 𠇍 士 儒,dạy láng giềng mấy sĩ nhu
自 欺 本 聀 𪦲 𦤾 処,từ khi bản chức mới đến xứ
𣋚 夢 𠄼 𣎃 腊 西,hôm mùng năm tháng chạp tây
官 全 權 細 河 内,quan toàn quyền tới hà nội
欺 𦤾 頭 庯 嘉 隆 辰 固 𠬠 伴 生 員 各 場 高 冬 𦤾 𦊚 𨑮 𠊛,khi đến đầu phố gia long thì có một bọn sinh viên các trường cao đông đến bốn mươi người
同 声 祝 𢜠 官 全 權 吧 㨢 高 𠬠 幅 𦃿 曰 寔 蘇 仍 𡦂 尼,đồng thanh chúc mừng quan toàn quyền và nâng cao một bức vải viết thật to những chữ này
翁 噅 𠊛 党 社 長 壽 吀 救 怒 朱 翁 潘 佩 珠 補 丐 政 策 属 地 抑 制 𠫾,ông va người đảng xã trưởng thọ xin cứu nhờ cho ông phan bội châu bỏ cái chính sách thuộc địa ức chế đi
曰 朋 𡦂 西 仍 低 譯 𫥨 囯 語 如 𡢐 尼,viết bằng chữ tây nhưng để thích là quốc ngữ như sau này
𠫾 𠬠 觥 女 𦤾 頭 庯 場 銭 吏 固 𠬠 伴 生 員 𦤾 欣 𨑮 𠊛,đi một quãng nữa đến đầu phố tràng tiền lại có một bọn sinh viên đến hơn mươi người
拱 嵩 𨖲 𠬠 幅 𦃿 曰 仍 𠳒 祝 頌 官 全 權,cũng tung lên một bức vải viết những lời chúc tụng quan toàn quyền
吧 吀 𧍋 審 吏 丐 案 翁 潘 𦓡 朱 翁 特 案,và xin ngài thẩm lại cái án ông phan mà cho ông được án
群 如 女,còn như nữa
調 生 員 場 高 𢺹 𫥨 底 請 求 𠇍 調 的 當 妬,đều sinh viên trường cao chia ra để thỉnh cầu mấy điều đích đáng đó
官 全 權 𠫾 戈 仍 生 員,quan toàn quyền đi qua những sinh viên
𦖑 㗂 嵩 呼 辰 𧍋 調 拮 𢃱 嘲 吧 拁 𢬣 仕 捤 如 意 保 𧍋 㐌 曉 透 朱 耒,nghe tiếng tung hô thì ngài đều cất mũ chào và giơ tay sẽ vẫy như ý bảo ngài đã hiểu thấu cho rồi
欺 各 員 学 生 祝 頌 𢝙 辰 翁 主 报 鳴 固 蛰 特 𠇍 丐 影,khi các viên học sinh chúc tụng vui thì ông chủ báo minh có chụp được mấy cái ảnh
翁 吏 𦤾 扒 𢬣 𠇍 翁 学 生 𦓡 𤍊 𠳒 𠸦 𬢱,ông lại đến bắt tay với ông học sinh mà tỏ lời khen ngợi
功 役 𧵑 各 翁 爫 耒 拱 固 成 效,công việc của các ông làm rồi cũng có thành hiệu
欺 車 官 全 權 𦤾 頭 庯 𪦲,khi xe quan toàn quyền đến đầu phố mới
吏 固 伴 澄 𤾓 跪 於 𫡉 塘 底 𫠿 𠬠 幅 書 吀 他 罪 朱 翁 潘,lại có bọn chừng trăm quỳ ở giữa đường để dâng một bức thư xin tha tội cho ông phan
頭 固 𠬠 具 㐌 𬙞 𨑮 𢆫 頭 𩯀 白 菲,đầu có một cụ đã bảy mươi tuổi đầu tóc bạc phơ
幅 書 𧵑 各 𫠿 𨖲 官 全 權 𠳒 𨤰 窒 感 動,bức thư của các dâng lên quan toàn quyền lời lẽ rất cảm động
在 河 内 𣋚 女 学 生 場 高 等 師 範 𨖲 謁 見 全 權 固 吀 㤙 赦 朱 翁 潘,tại hà nội hôm nữ học sinh trường cao đẳng sư phạm lên yết kiến toàn quyền có xin ân xá cho ông phan
在 京 都 化 場 女 学 同,tại kinh đô huế trường nữ học đồng
各 姑 教 穷 女 生 同 𢚸 𢭮 電 信 𫥨 府 全 權 吀 㤙 赦 朱 翁 潘,các cô giáo cùng nữ sinh đồng lòng gửi điện tín ra phủ toàn quyền xin ân xá cho ông phan
聖 説 𩅹 春 㙮 𠃅,thánh thót mưa xuân đắp mái
𫗂 東 噲 客 𢖵 𠊚 賖,gió đông gọi khách nhớ người xa
𣷭 潺 淶 𣼽 潮 𨖲 𬺗,bể sàn lai láng triều lên xuống
催 對 畑 𣅙 吏 𥋴 花,thôi đối đèn khuya lại ngắm hoa
𥋴 朶 花 春 共 嘺 𠊛,ngắm đoá hoa xuân cũng ghẹo người
𠊚 愁 沕 没 牟 鮮,người sầu vẫn một màu tươi
花 鮮 如 樣 花 唭 客,hoa tươi như dáng hoa cười khách
唭 客 𫳵 𦓡 春 庒 𢝙,cười khách sao mà xuân chẳng vui
客 保 朱 花 特 别 詳,khách bảo cho hoa được biết tường
丈 夫 坤 𨤰 𥠭 𠊚 常,trượng phu khôn lẽ giống người thường
共 饒 㐌 𥘀 𠳒 𡽫 著,cùng nhau đã nặng lời non nước
賖 伴 同 心 丕 沛 傷,xa bạn đồng tâm vậy phải thương
㦖 細 共 埃 𤋵 𬌓 𢚸,muốn tới cùng ai giãi tấm lòng
愁 𥢆 㐌 𫽻 𫽻 朱 衝,sầu riêng đã gỡ gỡ cho xong
春 𠫾 春 吏 無 穷 盡,xuân đi xuân lại vô cùng tận
固 𨤰 些 兜 𢹇 買 𨦩,có lẽ ta đâu mắc mãi vòng
扒 䂨 埃 些 祝 𠇍 𠳒,bắt chước ai ta chúc mấy lời
祝 朱 泣 奇 𥪝 𠁀,chúc cho khắp cả trong đời
𤤰 官 士 庶 𠊚 渃,vua quan sĩ thứ người nước
𫳵 特 朱 𫥨 丐 𥠭 𠊚,sao được cho ra cái giống người
扒 䂨 埃 些 祝 𠇍 𠳒,bắt chước ai ta chúc mấy lời
祝 朱 𩔖 産 於 𥪝 𠁀,chúc cho loài sản ở trong đời
𤤰 官 士 庶 𠊚 泣 渃,vua quan sĩ thứ người khắp nước
据 㩀 𫳵 𫥨 丐 𥠭 𠊚,cư xử sao ra cái giống người
春 𨖅 耒 帝 姉 㛪 喂,xuân sang rồi đấy chị em ơi
㩥 𢯢 制 春 嘺 女 壞,sắm sửa chơi xuân kẻo nữa hoài
𠃩 逐 韶 光 固 𠇍,chín chục thiều quang có mấy
箕 𥉫 𡥵 燕 奴 迻 梭,kìa trông con én nó đưa thoi
𦰟 畑 𣛟 冊 𫯳,ngọn đèn xanh sách chồng
唭 春 花 𧺀 𠬠 𠄽,cười xuân hoa thắm một vài
挈 包 意 味 包 情 思,xiết bao ý vị bao tình tứ
吟 讀 輸 𣎀 𩃳 红,ngâm đọc thâu đêm bóng hồng
𠊚 賞 春 些 固 𨤰 空,người thưởng xuân ta có nhẽ không
園 春 些 𢲨 𠄽,vườn xuân ta hái vài
抌 𧗱 書 院 边 𫯳 冊,đem về thư viện bên chồng sách
漢 𠼯 唭 春 買 化 工,hớn hở cười xuân với hoá công
𣌋 冲 悵 外 幔 徔 容,sớm trong trướng ngoài màn thong dong
欺 𫗃 沫 欺 𦝄 冲,khi gió mát khi trăng trong
欺 牟 雪 欺 花 鐄,khi màu tuyết khi hoa vàng
欺 欺 官 弹,khi khi quan đàn
欺 勾 詩 聖 欺 盘 棋 仙,khi câu thơ thánh khi bàn cờ tiên
東 桃 西 桞 鮮 研,đông đào tây liễu tiên nghiên
春 𬞕 秋 菊 團 圓 𠬠,xuân lan thu cúc đoàn viên một
唱 随 𢧚 道 室 家,xướng tuỳ nên đạo thất gia
陳 朱 意 買 陳 朱,trần châu ấy mới trần châu
娘 辰 院 𡦂 徔 夫,nàng thì vẹn chữ tòng phu
浽 払 刘 易 别 麻 盘,nuôi chàng lưu dễ biết mà bàn
徐 𣈗 占 特 榜 鐄,từ ngày chiếm được bảng vàng
荣 𡚖 𧗱 拯 别 娘 𠫾,vinh quy về chẳng biết nàng đi
払 強 想 𢖵 強 愁,chàng càng tưởng nhớ càng sầu
払 強 擬 旦 頭 強 傷,chàng càng nghĩ đến đầu càng thương
𢖵 𣈗 舘 迎 香,nhớ ngày quán nghinh hương
詩 題 皮 断 﨤 娘 占 詩,thơ đề vừa đoạn gặp nàng xem thơ
𠬠 𠄩 拫 抪 𩯀 絲,một hai gắn bó tóc tơ
呐 䏻 思 朗 盧 風 情,nói năng tử lẳng lơ phong tình
埃 𫨩 𡬷 胣 坚 貞,ai hay tấc dạ kiên trinh
秋 𢖵 𢚁 功 程 别 包,thu nhớ cậy công trình biết bao
仍 所 電 报 𪧚 吏 空 𢭮 𠫾,nhưng sở điện báo giữ lại không gửi đi
𡢐 官 𠳨 䀡 埃 提 唱 𫥨 役,sau qúan hỏi xem ai đề xướng ra việc
辰 只 除 督 𫥨 群 自 姑 敎 𦤾 学 路 調 認 奇,thì chỉ trừ đốc ra còn từ cô giáo đến học trò đều nhận cả
𦤾 仍 姑 𪦲 𨑮 𢆫 拱 拁 𢬣 認 固 預 役,đến những cô mới mười tuổi cũng giơ tay nhận có dự việc
囯 民 対 𠇍 翁 潘 辰 如,quốc dân đối với ông phan thì như
𦓡 吏 固 仍 仉 忍 心 爫 調 低 賎 如 𠬠 排 𧵑 翁 断 腸 登 报 鳴 譯 如 𡢐,mà lại có những kẻ nhẫn tâm làm điều đê tiện như một bài của ông đoạn tràng đăng báo minh thích như sau
𣈗,ngày
係 埃 反 𤤰 即 辰 沛 誅 夷 三 族,hễ ai phản vua tức thì phải tru di tam tộc
双 𢘾 自 𣈗 官 西 𨖅 保 𫉚 𦤾 𣉹,song nhờ từ ngày quan tây sang bảo hộ đến giờ
辰 朱 亊 爫 絶 嗣 𠊛 些 如 𬨨 吧 不 仁 低 空 補 丐 𦓡 俗 即 債 𠇍 調 約,thì cho sự làm tuyệt tự người ta như quá và bất nhân để không bỏ cái mà tục tức trái với điều ước
讀 者 群 𢖵 𠳒 官 沙 露 吧 𠬠 排 官 全 權 呐 保 公 眾 浪 ：,độc giả còn nhớ lời quan sa lộ ba một bởi quan toàn quyền nói bảo công chúng rằng :
＂ 茹 渃 保 𫉚 勤 一 空 犯 𦤾 風 俗 例 律 𧵑 民 本 処 帝 ＂,＂ nhà nước bảo hộ cần nhất không phạm đến phong tục lệ luật của dân bản xứ đấy ＂
各 茹 該 治 拠 世 𦓡 承 行 令 𨕭,các nhà cai trị cứ thế mà thừa hành lệnh trên
𫢩 碎 吀 計 底 讀 者 别 丐 政 策 保 存 㐌 窖 施 行 𫥨,nay tôi xin kể để độc giả biết cái chính sách bảo tồn đã khéo thi hành ra
扒 翁 潘 佩 珠 特 𨑮 𣈗 辰 員 知 縣 南 𣐙 縣 所 在 翁 潘 欽 稔 𦤾 奏 官 使 浪 ：,bắt ông phan bội châu được mười ngày thì viên tri huyện nam đàn huyện sở tại ông phan khúm núm đến tâu quan sứ rằng :
𫢩 老 潘 佩 珠 㐌 被 扒 吀 官 𢀲 朱 扒 奇 𠇍 𠊛 𡥵 𧵑 漢 𠫾,nay lão phan bội châu đã bị bắt xin quan lớn cho bắt cả mấy người con của hắn đi
埃 拱 别 官 使 𠊛 公 明 知 𧥾 𧍋 𫽄 䁛 𠳒 呐 無 理 𧵑 仉 碎 伵 𧍋,ai cũng biết quan sứ người công minh tri thức ngài chẳng coi lời nói vô lí của kẻ tôi tớ ngài
双 買 𡢐 員 知 縣 聀 浪 𠇮 仕 固 功 蘇 𧡊 官 两 慮 辰 頭 腮 呢 嫩 女 浪 ：,song mãi sau viên tri huyện chắc rằng mình sẽ có công to thấy quan lưỡng lự thì đầu tai nỉ non nữa rằng :
＂ 𥛉 翁 𢀲 空 朱 扒 眾 奴 辰 眾 𡥵 𠲖 𡢐 翁 𢀲 𢪀 吏 辰 㐌 𬨨 耒 吒 眾 奴 當 黙 䋥 𡗶 ＂,＂ lạy ông lớn không cho bắt chúng nó thì chúng con e sau ông lớn nghĩ lại thì đã quá rồi cha chúng nó đang mắc lưới trời ＂
庵 高 庵 𥰊 達 隊 層,am cao am thấp đặt đòi tầng
泣 輕 𠀧 阻 吏 平,khấp khểnh ba trở lại bằng
抉 竹 𨀈 戈 𢚸 𤂬,quét trúc bước qua lòng suối
賞 梅 𧗱 踏 俸 𦝄,thưởng mai về đạp bóng trăng
枌 榆 了 鳥 傷 圭 𪧘,phần du lẽo đẽo thương quê cũ
松 菊 逋 持 汝 役 恒,tùng cúc bù trì nhớ việc hằng
蔑 丿 清 閑 工 課 意,một phút thanh nhàn trong thuở ấy
千 金 約 対 特 咍 庄,thiên kim ước đổi được hay chăng
＂ 别 𡢐 尼 眾 奴 炙 迍 𫥨 外 囯 縱 橫 𦓡 継 業 吒 𤾓 𠦳 𥛉 官 𢀲 吀 𧍋 𪽋 心 ＂,＂ biết sau này chúng nó chả đón ra ngoại quốc tung hoành mà kế nghiệp cha trăm nghìn lạy quan lớn xin ngài ưu tâm ＂
貪 閑 另 典 江 山,tham nhàn lánh đến giang san
𣈜 永 袩 制 蔑,ngày vắng xem chơi một
庵 葉 𪀄 呌 花 侈 動,am rợp chim kêu hoa xảy động
窻 香 羡 𤌋 初 殘,song hương tạn khói sơ tàn
湄 秋 𠀧 塘 菊,mưa thu ba đường cúc
春 迻 蔑 𪽏 蘭,xuân đưa một luống lan
隐 奇 路 之 城 市 女,ẩn cả lọ chi thành thị nữa
芇 羅 拯 坦 茹 官,nào là chẳng đất nhà quan
寔 固 利 害 朱 茹 渃 大 法 𡗋,thật có lợi hại cho nhà nước đại pháp lắm
禀 翁 𢀲 边 法 拱 如 边 安 南 眾 𡥵 固 勾 浪 ：,bẩm ông lớn bên pháp cũng như bên an nam chúng con có câu rằng :
＂ 蒌 蝼 吒 𡥵 ＂,＂ rau sâu cha con ＂
吀 翁 𢀲 畑 𡗶 炤 依 𠳒 眾 𡥵 及 悲 𣉹 𦓡 除 截 偻 逆 𠫾,xin ông lớn đèn trời chiếu y lời chúng con gấp bây giờ mà trừ tiệt lũ nghịch đi
呐 買 官 使 沛 轉 𢚸,nói mãi quan sứ phải chuyển lòng
讀 者 察 䀡 𡥵 𠊛 𧡊 呐 了 㐌 固 効 果 辰 花 𢬣 𦬑 𪖫 𦓡 唭 嗆 𠳗 𠰘 𠽌 𦤾 芒 腮,độc giả xét xem con người thấy nói liệu đã có hiệu quả thì hoa tay nở mũi mà cười sằng sặc miệng ngoác đến mang tai
滄 浪 𠇍 坎 蔑 船 鈎,thương lang mấy khảm một thuyền câu
景 邏 店 清 興 𪽝,cảnh lạ đêm thanh hứng bởi
月 木 頭 𡽫 鯨 唯 㗂,nguyệt mọc đầu non kình dõi tiếng
𤌋 散 𩈘 渃 空 樓,khói tan mặt nước không lầu
扛 山 淡 特 圖 𠄩 幅,giang sơn dạm được đồ hai bức
世 界 冬 𢧚 玉 蔑 䕯,thế giới đông nên ngọc một bầu
些 乙 𢚸 明 文 正 女,ta ắt lòng mừng văn chính nữa
盃 初 庄 管 刁 歐,vui xưa chẳng quản đeo âu
聀 浪 節 西 𦤾 低 𠃣 𫥨 拱 特 刀 𥘀 北 斗 佩 星,chắc rằng tết tây đến để ít ra cũng được đeo nặng bắc đẩu bội tinh
立 即 固 札 𧗱 廊 飭 正 縂 里 長 耆 𦤾 扒 𠄩 舅 𡥵 翁 潘 𨖲 縣,lập tức có trát về làng sức chánh tổng lí trưởng kì đến bắt hai cậu con ông phan lên huyện
裊 固 咹 𪰛 固 慮,nẻo có ăn thì có lo
庄 朋 掑 哎 孚 ㇴ,chẳng bằng cài ngáy pho pho
𣈜 閑 𩦓 卷 䀡 周 易,ngày nhàn mở quyển xem chu dịch
店 永 尋 梅 伴 老 逋,đêm vắng tìm mai bạn lão bô
㐌 别 權 饒 險 旭,đã biết quyền nhiều hiểm hóc
朱 咍 塘 利 拯 觥 觚,cho hay đường lợi cực quanh co
從 尼 谷 特 皮 欣 舌,tuồng ni cốc được bề hơn thiệt
渚 易 平 埃 旦 買 都,chưa dễ bằng ai đắn với đo
𫽄 呐 𫽄 查 拠 送 𪾋 𠇍 𩛷 耒 解 省,chẳng nói chẳng tra cứ tống giam mấy bữa rồi giải tỉnh
𡢐 𧡊 各 舅 䝨 伶 别 身 分 空 㖡 之,sau thấy các cậu hiền lành biết thân phận không trả gì
吏 因 省 少 仉 侯 下 辰 員 縂 督 吀 用 舅 英 撅 茹 傷 群 舅 㛪 辰 扒 𠫾 附 載 車 烏 蘇,lại nhân tỉnh thiếu kẻ hầu hạ tthì viên tổng đốc xin dùng cậu anh quét nhà thương còn cậu em thì bắt đi phụ tải xe ô tô
耒 悲 𣉹 辰 扒 爫 柴 伵 朱 𠇍 注 陪 行 粓 西,rồi bây giờ thì bắt làm thầy tớ cho mấy chú bồi hàng cơm tây
民 安 南 𧡊 事 残 忍 如 埃 空 𤴬 𢚸 𢴑 𦛌 眾 碎 保 𤑟 朱 公 眾 别,dân an nam thấy sự tàn nhẫn như ai không đau lòng dứt ruột chúng tôi bảo rõ cho công chúng biết
吧 試 𠳨 𡥵 丐,và thử hỏi con cái
翁 潘 佩 珠 固 罪 情 夷 𦓡 沛 𫼳 苦 辱 如,ông phan bội châu có tội tình gì mà phải mang khổ nhục như
丕 辰 空 沛 翁 潘 欺 出 外 㐌 𡞕 辞 𡥵 耒 啊,vậy thì không phải ông phan khi xuất ngoại đã vợ từ con rồi à
抑 刼 堆 永 吒 𦓡 無 罪 如 寔 𠍦 𬨨 寔 低 末 𬨨,ức hiếp đôi vắng cha mà vô tội như thật hèn quá thật đê mạt quá
茹 渃 群 𢜝 之 𠎪 𣌋 㐌 離 吒 於 茹 𠇍 媄 闭 𫢩 辰 群 漸 染 牢 及 丐 主 𧵑 吒 𦓡 别 塘 革 𠇮,nhà nước còn sợ gì lũ sớm đã lìa cha ở nhà với mẹ bấy nay thì còn tiêm nhiễm sao gặp cái chủ của cha mà biết đường cách mạng
役 員 知 縣 唿 扒 𠄩 𡥵 翁 潘 如 𠊛 越 南 埃 固 心 罕 沛 朱 員 空 沛 𠊛 越 南 女,việc viên tri huyện hốt bắt hai con ông phan như người việt nam ai có tâm hẳn phải cho viên không phải người việt nam nữa
民 眾 碎 𬇚 約 浪 排 仕 透 𦤾 官 全 權,dân chúng tôi ao ước rằng bài sẽ thấu đến quan toàn quyền
𧍋 𫥨 㤙 救 𢵼 朱 𠄩 𡥵 翁 潘 脱 𫒥 奴 隸,ngài ra ơn cứu vớt cho hai con ông phan thoát vòng nô lệ
敬 呈 官 全 權 透 朱,kính trình quan toàn quyền thấu cho
爫 𢧚 價 重 名 髙,làm nên giá trọng danh cao
荣 銀 笏 緑 袍 𪽝 埃,vang ngân hốt lục bào bởi ai
𠫾 麻 拯 𤏣 排,đi mà chẳng tỏ bày
亊 情 尼 别 𠳨 埃 朱 詳,sự tình này biết hỏi ai cho tường
縁 窖 𫒂 𢬥,duyên khéo nhẽ dang
𨔍 如 董 永 﨤 娘 仙 姬,lạ như đổng vĩnh gặp nàng tiên cơ
𣋚 𣈕 𨻫 仍 堇 魚,hôm mai luống những ngẩn ngơ
䋦 相 思 别 包 除 衝,mối tương tư biết bao giờ xong
餒 𬓲 競 ㇴ 边 𢚸,nỗi riêng cành cạnh bên lòng
吏 群 責 浽 同 𥦗 薄 情,lại còn trách nỗi đồng song bạc tình
𫢩 𢜠 珥 𨀈 𩄲 𩇢,nay mừng nhẹ bước mây xanh
吏 𨖅 制 底 䀡 情 𡢐,lại sang chơi để xem tình sau
買 傳 懺 軍 侯,mấy truyền sắm quân hầu
習 耀 網 架 𨇒 毛 𨕭 唐,tập dìu võng giá ruổi mau trên đường
伵 柴 皮 細 外 墻,tớ thầy vừa tới ngoài đường
楊 公 𥋷 𧡊 倍 鐄 𨀈,dương công nhác thấy vội vàng bước
𢬣 連 逴 茹,tay liền rước nhà
𪾋 吀 𠶆 博 新 科 連 𡎢,dám xin mời bác tân khoa liền ngồi
辰 倘 典 吏 衙,thì thẳng đến lại nha
𣅶 𠓨 謁 礼 𣅶 𦋦 開 詞,lúc vào yết lễ lúc ra khai tờ
浪 碎 执 政 典 除,rằng tôi chấp chính đến giờ
包 饒 功 料 𣈘 𣈗,bao nhiêu công liệu đêm ngày
没 𢚸 公 正 討 𬆄,một lòng công chính thảo ngay
麻 埃 誣 呌 役 尼 朱 碎,mà ai vu kiện việc này cho tôi
髙 明 吀 𤍊 畑 𡗶,cao minh xin tỏ đèn trời
查 𠊛 誣 告 𠳨 𠊛 冤 愆,tra người vu cáo hỏi người oan khiên
府 官 𦖑 呐 倒 顛,phủ quan nghe nói đảo điên
𠵩 浪 法 扲 權 刼 民,quở rằng phép cầm quyền cướp dân
牢 空 𢜝 固 鬼 神,sao không sợ có quỷ thần
麻 眉 呐 仍 分 欺 誣,mà mày nói những phần khi vu
傳 計 礼 雷 傕,chuyện kể lể lôi thôi
𧛇 刘 㐌 排 𠳒 呐,chàng lưu đã bày lời nói
浪 冲 情 堆 些,rằng trong tình đôi ta
情 伐 木 断 金,tình phạt mộc đoạn kim
初 𫢩 冲 曲 弹 琴,xưa nay trong khúc đàn cầm
高 山 流 水 知 音 𠊛,cao sơn lưu thuỷ tri âm người
仍 𢖵 渴 𠳒,những nhớ khát lời
戈 低 因 便 制 𠳨,qua đây nhân tiện chơi hỏi
𡗶 𣋚 唐 吏 群 賖,trời hôm đường lại còn xa
奚 插 底 些 𨕭 唐,hễ sắp để ta lên đường
浪 㤙 博 固 𢚸 傷,rằng ơn bác có lòng thương
駭 徔 且 㐌 倍 鐄 之,hãy thong thả đã vội vàng chi
英 㛪 冲 故 知,anh em trong cố tri
賖 𥸷 胡 易 欺 旦 茄,xa xôi hồ dễ khi đến nhà
徐 𣈗 𦖑 㗂 吨 賖,từ ngày nghe tiếng đồn xa
𧡊 信 博 杜 寔 𢜠 台,thấy tin bác đỗ thật mừng thay
矇 朱 简 役 茄 尼,mong cho giản việc nhà này
功 碎 拱 定 𣈗 𨖅 制,công tôi cũng định ngày sang chơi
情 冲 𨑮 𢆥 𡗶,tình trong mười năm trời
𣈗 包 饒 吏 𢖵 𠊛 闭 饒,ngày bao nhiêu lại nhớ người bấy nhiêu
𠠩 補 𭣣,trước bổ thu
𡢐 庒 𢜝 法 𤤰 咹 乾,sau chẳng sợ phép vua ăn càn
单 原 開 㐌 𤍊 詳,đơn nguyên khai đã tỏ tường
麻 眉 吏 仍 塘 虐 吹,mà mày lại những đường ngược xuôi
仍 想 𠃣 𥊛 𬲢,những tưởng ít trông nhiều
